Category,License_number,Begin_reporting_period,End_reporting_period,Total_sales,Excise_tax_due
PROCESSORS,415935.0,2015-02-01,2015-02-28,3894.5,973.63
PROCESSORS,415719.0,2015-02-01,2015-02-28,11894.0,2973.5
PROCESSORS,413115.0,2015-02-01,2015-02-28,14764.0,3691.0
PROCESSORS,412882.0,2015-02-01,2015-02-28,73788.12,18447.03
PROCESSORS,412598.0,2015-02-01,2015-02-28,12749.0,3187.25
PROCESSORS,412808.0,2015-02-01,2015-02-28,20754.5,5188.63
PROCESSORS,413922.0,2015-02-01,2015-02-28,11329.0,2832.25
PROCESSORS,412229.0,2015-02-01,2015-02-28,67047.61,16761.9
PROCESSORS,415971.0,2015-02-01,2015-02-28,44389.0,11097.25
PROCESSORS,412070.0,2015-02-01,2015-02-28,78250.0,19562.5
PROCESSORS,412681.0,2015-03-01,2015-03-31,31058.87,7764.72
PROCESSORS,412593.0,2015-03-01,2015-03-31,6307.5,1576.88
PROCESSORS,417698.0,2015-03-01,2015-03-31,38435.5,9608.88
PROCESSORS,418372.0,2015-03-01,2015-03-31,46.0,11.5
PROCESSORS,412422.0,2015-03-01,2015-03-31,14455.5,3613.88
PROCESSORS,412862.0,2015-03-01,2015-03-31,1680.0,420.0
PROCESSORS,417794.0,2015-03-01,2015-03-31,16052.75,4013.19
PROCESSORS,412609.0,2015-03-01,2015-03-31,14173.25,3543.31
PROCESSORS,412169.0,2015-03-01,2015-03-31,3513.1,878.28
PROCESSORS,412154.0,2015-03-01,2015-03-31,14748.98,3687.25
PROCESSORS,412337.0,2015-03-01,2015-03-31,6754.09,1688.53
PROCESSORS,414200.0,2015-03-01,2015-03-31,16941.0,4235.25
PROCESSORS,417586.0,2015-03-01,2015-03-31,6300.0,1575.0
PROCESSORS,412601.0,2015-03-01,2015-03-31,18019.5,4504.88
PROCESSORS,412311.0,2015-03-01,2015-03-31,11135.5,2783.88
PROCESSORS,416406.0,2015-03-01,2015-03-31,51235.0,12808.75
PROCESSORS,412402.0,2015-03-01,2015-03-31,18437.5,4609.38
PROCESSORS,412229.0,2015-03-01,2015-03-31,81847.14,20461.79
PROCESSORS,414286.0,2015-03-01,2015-03-31,114704.51,28676.13
PROCESSORS,413115.0,2015-03-01,2015-03-31,19470.0,4867.5
PROCESSORS,415971.0,2015-03-01,2015-03-31,47627.0,11906.75
PROCESSORS,415719.0,2015-03-01,2015-03-31,31810.25,7952.56
PROCESSORS,413922.0,2015-03-01,2015-03-31,26794.5,6698.63
PROCESSORS,412346.0,2015-03-01,2015-03-31,11192.5,2798.13
PROCESSORS,415707.0,2015-03-01,2015-03-31,40408.89,10102.22
PROCESSORS,412819.0,2015-03-01,2015-03-31,20616.49,5154.12
PROCESSORS,416517.0,2015-03-01,2015-03-31,7815.0,1953.75
PROCESSORS,413665.0,2015-03-01,2015-03-31,1476.62,369.16
PROCESSORS,416551.0,2015-03-01,2015-03-31,25139.2,6284.8
PROCESSORS,412452.0,2015-03-01,2015-03-31,16.0,4.0
PROCESSORS,413134.0,2015-03-01,2015-03-31,18486.5,4621.63
PROCESSORS,412808.0,2015-03-01,2015-03-31,38547.3,9636.83
PROCESSORS,412149.0,2015-03-01,2015-03-31,303176.1,75794.03
PROCESSORS,412070.0,2015-03-01,2015-03-31,125312.58,31328.15
PROCESSORS,415873.0,2015-03-01,2015-03-31,6733.35,1683.34
PROCESSORS,418524.0,2015-03-01,2015-03-31,28591.5,7147.88
PROCESSORS,412232.0,2015-03-01,2015-03-31,3383.0,845.75
PROCESSORS,415680.0,2015-03-01,2015-03-31,14732.5,3683.13
PROCESSORS,412762.0,2015-03-01,2015-03-31,27537.75,6884.44
PROCESSORS,412784.0,2015-03-01,2015-03-31,54219.45,13554.86
PROCESSORS,414905.0,2015-03-01,2015-03-31,0.08,0.02
PROCESSORS,417157.0,2015-03-01,2015-03-31,2011.0,502.75
PROCESSORS,412073.0,2015-03-01,2015-03-31,6869.0,1717.25
PROCESSORS,413038.0,2015-03-01,2015-03-31,55028.5,13757.13
PROCESSORS,416155.0,2015-03-01,2015-03-31,4577.0,1144.25
PROCESSORS,412943.0,2015-03-01,2015-03-31,99.0,24.75
PROCESSORS,416125.0,2015-03-01,2015-03-31,28773.58,7193.4
PROCESSORS,412075.0,2015-03-01,2015-03-31,19718.0,4929.5
PROCESSORS,412079.0,2015-03-01,2015-03-31,63404.0,15851.0
PROCESSORS,412069.0,2015-03-01,2015-03-31,22060.65,5515.16
PROCESSORS,417460.0,2015-03-01,2015-03-31,54347.07,13586.77
PROCESSORS,412044.0,2015-03-01,2015-03-31,10890.0,2722.5
PROCESSORS,412570.0,2015-03-01,2015-03-31,1470.0,367.5
PROCESSORS,412053.0,2015-03-01,2015-03-31,308256.4,77064.1
PROCESSORS,412135.0,2015-03-01,2015-03-31,70239.77,17559.95
PROCESSORS,413943.0,2015-03-01,2015-03-31,50491.25,12622.81
PROCESSORS,412362.0,2015-03-01,2015-03-31,525.0,131.25
PROCESSORS,412118.0,2015-03-01,2015-03-31,46665.9,11666.48
PROCESSORS,413209.0,2015-03-01,2015-03-31,4450.0,1112.5
PROCESSORS,412942.0,2015-03-01,2015-03-31,5680.13,1420.03
PROCESSORS,412240.0,2015-03-01,2015-03-31,58379.73,14594.93
PROCESSORS,412063.0,2015-03-01,2015-03-31,36330.26,9082.56
PROCESSORS,412618.0,2015-03-01,2015-03-31,111332.15,27833.04
PROCESSORS,413135.0,2015-03-01,2015-03-31,7189.77,1797.44
PROCESSORS,412078.0,2015-03-01,2015-03-31,2750.0,687.5
PROCESSORS,412645.0,2015-03-01,2015-03-31,11589.5,2897.38
PROCESSORS,412616.0,2015-03-01,2015-03-31,6227.0,1556.75
PROCESSORS,412591.0,2015-03-01,2015-03-31,319.0,79.75
PROCESSORS,415762.0,2015-03-01,2015-03-31,52516.3,13129.08
PROCESSORS,412653.0,2015-03-01,2015-03-31,12478.2,3119.55
PROCESSORS,416804.0,2015-03-01,2015-03-31,22520.0,5630.0
PROCESSORS,416562.0,2015-03-01,2015-03-31,2826.0,706.5
PROCESSORS,413123.0,2015-03-01,2015-03-31,9209.76,2302.44
PROCESSORS,412567.0,2015-03-01,2015-03-31,16590.76,4147.69
PROCESSORS,412624.0,2015-03-01,2015-03-31,570.0,142.5
PROCESSORS,412299.0,2015-03-01,2015-03-31,32481.25,8120.31
PROCESSORS,415783.0,2015-03-01,2015-03-31,8088.5,2022.13
PROCESSORS,412295.0,2015-03-01,2015-03-31,61355.0,15338.75
PROCESSORS,416539.0,2015-03-01,2015-03-31,18219.1,4554.78
PROCESSORS,412273.0,2015-03-01,2015-03-31,124048.0,31012.0
PROCESSORS,412096.0,2015-03-01,2015-03-31,17375.0,4343.75
PROCESSORS,412409.0,2015-03-01,2015-03-31,6306.5,1576.62
PROCESSORS,416544.0,2015-03-01,2015-03-31,12743.5,3185.88
PROCESSORS,412785.0,2015-03-01,2015-03-31,14393.0,3598.25
PROCESSORS,412148.0,2015-03-01,2015-03-31,48527.88,12131.97
PROCESSORS,412426.0,2015-03-01,2015-03-31,10248.0,2562.0
PROCESSORS,415695.0,2015-03-01,2015-03-31,4954.0,1238.5
PROCESSORS,416606.0,2015-03-01,2015-03-31,38769.0,9692.25
PROCESSORS,417168.0,2015-03-01,2015-03-31,20391.0,5097.75
PROCESSORS,412686.0,2015-03-01,2015-03-31,4628.0,1157.0
PROCESSORS,412077.0,2015-03-01,2015-03-31,39478.0,9869.5
PROCESSORS,415986.0,2015-03-01,2015-03-31,68071.53,17017.88
PROCESSORS,412720.0,2015-03-01,2015-03-31,85623.41,21405.85
PROCESSORS,412648.0,2015-03-01,2015-03-31,6146.75,1536.69
PROCESSORS,415691.0,2015-03-01,2015-03-31,7443.0,1860.75
PROCESSORS,412759.0,2015-03-01,2015-03-31,156569.79,39142.45
PROCESSORS,418408.0,2015-03-01,2015-03-31,4153.5,1038.38
PROCESSORS,412617.0,2015-03-01,2015-03-31,28317.0,7079.25
PROCESSORS,412792.0,2015-03-01,2015-03-31,239514.21,59878.55
PROCESSORS,416548.0,2015-03-01,2015-03-31,20016.0,5004.0
PROCESSORS,416746.0,2015-03-01,2015-03-31,1676.0,419.0
PROCESSORS,412672.0,2015-03-01,2015-03-31,30815.97,7703.99
PROCESSORS,412141.0,2015-03-01,2015-03-31,60773.5,15193.38
PROCESSORS,413948.0,2015-03-01,2015-03-31,3256.0,814.0
PROCESSORS,412623.0,2015-03-01,2015-03-31,34370.5,8592.63
PROCESSORS,412589.0,2015-03-01,2015-03-31,4373.25,1093.31
PROCESSORS,412304.0,2015-03-01,2015-03-31,8927.25,2231.81
PROCESSORS,413706.0,2015-03-01,2015-03-31,96396.5,24099.13
PROCESSORS,412060.0,2015-03-01,2015-03-31,7760.4,1940.1
PROCESSORS,412373.0,2015-03-01,2015-03-31,14469.5,3617.38
PROCESSORS,412242.0,2015-03-01,2015-03-31,22705.2,5676.3
PROCESSORS,417526.0,2015-03-01,2015-03-31,7658.25,1914.56
PROCESSORS,415847.0,2015-03-01,2015-03-31,68271.28,17067.82
PROCESSORS,416231.0,2015-03-01,2015-03-31,14244.0,3561.0
PROCESSORS,412599.0,2015-03-01,2015-03-31,24410.0,6102.5
PROCESSORS,412679.0,2015-03-01,2015-03-31,12766.0,3191.5
PROCESSORS,417623.0,2015-03-01,2015-03-31,23814.0,5953.5
PROCESSORS,415684.0,2015-03-01,2015-03-31,3412.5,853.13
PROCESSORS,412844.0,2015-03-01,2015-03-31,1728.0,432.0
PROCESSORS,412208.0,2015-03-01,2015-03-31,2105.25,526.31
PROCESSORS,416530.0,2015-03-01,2015-03-31,5074.44,1268.61
PROCESSORS,412200.0,2015-03-01,2015-03-31,13573.5,3393.38
PROCESSORS,415822.0,2015-03-01,2015-03-31,5936.92,1484.23
PROCESSORS,415697.0,2015-03-01,2015-03-31,29681.15,7420.29
PROCESSORS,416968.0,2015-03-01,2015-03-31,9572.65,2393.16
PROCESSORS,412841.0,2015-03-01,2015-03-31,5989.0,1497.25
PROCESSORS,412830.0,2015-03-01,2015-03-31,2576.0,644.0
PROCESSORS,412082.0,2015-03-01,2015-03-31,49610.8,12402.7
PROCESSORS,412205.0,2015-03-01,2015-03-31,5870.0,1467.5
PROCESSORS,413324.0,2015-03-01,2015-03-31,18973.25,4743.31
PROCESSORS,412258.0,2015-03-01,2015-03-31,164044.2,41011.05
PROCESSORS,413021.0,2015-03-01,2015-03-31,36249.44,9062.36
PROCESSORS,412111.0,2015-03-01,2015-03-31,16100.4,4025.1
PROCESSORS,412656.0,2015-03-01,2015-03-31,15150.85,3787.71
PROCESSORS,416859.0,2015-03-01,2015-03-31,53600.75,13400.19
PROCESSORS,412162.0,2015-03-01,2015-03-31,385.0,96.25
PROCESSORS,415937.0,2015-03-01,2015-03-31,24994.44,6248.61
PROCESSORS,416843.0,2015-03-01,2015-03-31,90969.46,22742.37
PROCESSORS,413078.0,2015-03-01,2015-03-31,29450.0,7362.5
PROCESSORS,417525.0,2015-03-01,2015-03-31,7105.1,1776.28
PROCESSORS,415853.0,2015-03-01,2015-03-31,716.0,179.0
PROCESSORS,415914.0,2015-03-01,2015-03-31,30435.02,7608.76
PROCESSORS,415459.0,2015-03-01,2015-03-31,16190.0,4047.5
PROCESSORS,414042.0,2015-03-01,2015-03-31,2705.0,676.25
PROCESSORS,413652.0,2015-03-01,2015-03-31,25885.37,6471.34
PROCESSORS,414395.0,2015-03-01,2015-03-31,101145.5,25286.38
PROCESSORS,412031.0,2015-03-01,2015-03-31,28069.5,7017.38
PROCESSORS,413281.0,2015-03-01,2015-03-31,34238.5,8559.63
PROCESSORS,412587.0,2015-03-01,2015-03-31,8131.0,2032.75
PROCESSORS,413377.0,2015-03-01,2015-03-31,6639.5,1659.88
PROCESSORS,413223.0,2015-03-01,2015-03-31,11238.0,2809.5
PROCESSORS,415726.0,2015-03-01,2015-03-31,25882.0,6470.5
PROCESSORS,416700.0,2015-03-01,2015-03-31,4843.75,1210.94
PROCESSORS,417631.0,2015-03-01,2015-03-31,4649.0,1162.25
PROCESSORS,417950.0,2015-03-01,2015-03-31,11301.56,2825.39
PROCESSORS,412213.0,2015-03-01,2015-03-31,17735.75,4433.94
PROCESSORS,412236.0,2015-03-01,2015-03-31,53923.4,13480.85
PROCESSORS,412724.0,2015-03-01,2015-03-31,70228.54,17557.14
PROCESSORS,413287.0,2015-03-01,2015-03-31,639094.38,159773.6
PROCESSORS,414462.0,2015-03-01,2015-03-31,83552.96,20888.24
PROCESSORS,412612.0,2015-03-01,2015-03-31,10859.12,2714.78
PROCESSORS,412239.0,2015-03-01,2015-03-31,13996.0,3499.0
PROCESSORS,412249.0,2015-03-01,2015-03-31,52277.6,13069.4
PROCESSORS,412180.0,2015-03-01,2015-03-31,45016.02,11254.01
PROCESSORS,412123.0,2015-03-01,2015-03-31,2824.0,706.0
PROCESSORS,412107.0,2015-03-01,2015-03-31,34160.75,8540.19
PROCESSORS,412352.0,2015-03-01,2015-03-31,3137.2,784.3
PROCESSORS,413718.0,2015-03-01,2015-03-31,117020.05,29255.01
PROCESSORS,415998.0,2015-03-01,2015-03-31,101883.5,25470.88
PROCESSORS,412403.0,2015-03-01,2015-03-31,7040.0,1760.0
PROCESSORS,413179.0,2015-03-01,2015-03-31,34533.0,8633.25
PROCESSORS,413622.0,2015-03-01,2015-03-31,11820.62,2955.16
PROCESSORS,415700.0,2015-03-01,2015-03-31,47806.8,11951.7
PROCESSORS,412603.0,2015-03-01,2015-03-31,7450.0,1862.5
PROCESSORS,412449.0,2015-03-01,2015-03-31,2669.76,667.44
PROCESSORS,413076.0,2015-03-01,2015-03-31,30151.96,7537.99
PROCESSORS,412144.0,2015-03-01,2015-03-31,9025.0,2256.25
PROCESSORS,412246.0,2015-03-01,2015-03-31,21196.9,5299.23
PROCESSORS,412061.0,2015-03-01,2015-03-31,23695.2,5923.8
PROCESSORS,417571.0,2015-03-01,2015-03-31,128008.75,32002.19
PROCESSORS,419150.0,2015-03-01,2015-03-31,4482.98,1120.75
PROCESSORS,416063.0,2015-03-01,2015-03-31,80640.0,20160.0
PROCESSORS,412155.0,2015-03-01,2015-03-31,72747.61,18186.9
PROCESSORS,412358.0,2015-03-01,2015-03-31,2319.99,580.0
PROCESSORS,412596.0,2015-03-01,2015-03-31,9373.38,2343.35
PROCESSORS,416387.0,2015-03-01,2015-03-31,47657.64,11914.41
PROCESSORS,416315.0,2015-03-01,2015-03-31,375.0,93.75
PROCESSORS,413957.0,2015-03-01,2015-03-31,19080.64,4770.16
PROCESSORS,412527.0,2015-03-01,2015-03-31,7459.88,1864.97
PROCESSORS,417385.0,2015-03-01,2015-03-31,13254.5,3313.63
PROCESSORS,412585.0,2015-03-01,2015-03-31,2773.0,693.25
PROCESSORS,413130.0,2015-03-01,2015-03-31,1453.5,363.38
PROCESSORS,412652.0,2015-03-01,2015-03-31,1455.0,363.75
PROCESSORS,412106.0,2015-03-01,2015-03-31,20387.5,5096.88
PROCESSORS,412688.0,2015-03-01,2015-03-31,37623.0,9405.75
PROCESSORS,412084.0,2015-03-01,2015-03-31,28516.96,7129.24
PROCESSORS,412112.0,2015-03-01,2015-03-31,30260.28,7565.07
PROCESSORS,412566.0,2015-03-01,2015-03-31,19491.65,4872.91
PROCESSORS,412866.0,2015-03-01,2015-03-31,8752.14,2188.04
PROCESSORS,417307.0,2015-03-01,2015-03-31,1193.0,298.25
PROCESSORS,414041.0,2015-03-01,2015-03-31,21113.9,5278.48
PROCESSORS,412109.0,2015-03-01,2015-03-31,40563.25,10140.81
PROCESSORS,412431.0,2015-03-01,2015-03-31,4104.0,1026.0
PROCESSORS,412099.0,2015-03-01,2015-03-31,3972.5,993.13
PROCESSORS,412901.0,2015-03-01,2015-03-31,36243.5,9060.88
PROCESSORS,414323.0,2015-03-01,2015-03-31,55158.32,13789.58
PROCESSORS,412235.0,2015-03-01,2015-03-31,5306.0,1326.5
PROCESSORS,412218.0,2015-03-01,2015-03-31,15113.53,3778.38
PROCESSORS,412969.0,2015-03-01,2015-03-31,44896.12,11224.03
PROCESSORS,412217.0,2015-03-01,2015-03-31,210234.91,52558.73
PROCESSORS,415156.0,2015-03-01,2015-03-31,38906.24,9726.56
PROCESSORS,412252.0,2015-03-01,2015-03-31,506079.0,126519.75
PROCESSORS,414115.0,2015-03-01,2015-03-31,7593.0,1898.25
PROCESSORS,412104.0,2015-03-01,2015-03-31,8472.25,2118.06
PROCESSORS,412436.0,2015-03-01,2015-03-31,12058.62,3014.66
PROCESSORS,413719.0,2015-03-01,2015-03-31,10364.49,2591.12
PROCESSORS,413864.0,2015-03-01,2015-03-31,104152.49,26038.12
PROCESSORS,415935.0,2015-03-01,2015-03-31,67290.0,16822.5
PROCESSORS,412882.0,2015-03-01,2015-03-31,95572.65,23893.16
PROCESSORS,412068.0,2015-03-01,2015-03-31,948.0,237.0
PROCESSORS,416412.0,2015-03-01,2015-03-31,10.0,2.5
PROCESSORS,412598.0,2015-03-01,2015-03-31,137012.25,34253.06
PROCESSORS,412408.0,2015-04-01,2015-04-30,14336.25,3584.06
PROCESSORS,412681.0,2015-04-01,2015-04-30,6482.75,1620.69
PROCESSORS,412033.0,2015-04-01,2015-04-30,3300.0,825.0
PROCESSORS,412593.0,2015-04-01,2015-04-30,17513.25,4378.31
PROCESSORS,417698.0,2015-04-01,2015-04-30,67184.0,16796.0
PROCESSORS,412422.0,2015-04-01,2015-04-30,9220.29,2305.07
PROCESSORS,412169.0,2015-04-01,2015-04-30,2705.2,676.3
PROCESSORS,417794.0,2015-04-01,2015-04-30,60570.42,15142.61
PROCESSORS,412601.0,2015-04-01,2015-04-30,7420.79,1855.2
PROCESSORS,412154.0,2015-04-01,2015-04-30,10530.49,2632.62
PROCESSORS,414149.0,2015-04-01,2015-04-30,5097.05,1274.26
PROCESSORS,414200.0,2015-04-01,2015-04-30,4934.5,1233.63
PROCESSORS,416431.0,2015-04-01,2015-04-30,4174.75,1043.69
PROCESSORS,417586.0,2015-04-01,2015-04-30,10334.52,2583.63
PROCESSORS,412337.0,2015-04-01,2015-04-30,13865.77,3466.44
PROCESSORS,412402.0,2015-04-01,2015-04-30,24104.0,6026.0
PROCESSORS,418295.0,2015-04-01,2015-04-30,450.0,112.5
PROCESSORS,416406.0,2015-04-01,2015-04-30,32672.25,8168.06
PROCESSORS,412229.0,2015-04-01,2015-04-30,90500.63,22625.16
PROCESSORS,412311.0,2015-04-01,2015-04-30,6174.0,1543.5
PROCESSORS,412425.0,2015-04-01,2015-04-30,89488.5,22372.13
PROCESSORS,413075.0,2015-04-01,2015-04-30,12613.0,3153.25
PROCESSORS,414152.0,2015-04-01,2015-04-30,1159.04,289.76
PROCESSORS,417053.0,2015-04-01,2015-04-30,14575.25,3643.81
PROCESSORS,412831.0,2015-04-01,2015-04-30,6289.0,1572.25
PROCESSORS,419959.0,2015-04-01,2015-04-30,24760.0,6190.0
PROCESSORS,414286.0,2015-04-01,2015-04-30,137611.98,34403.0
PROCESSORS,413110.0,2015-04-01,2015-04-30,14928.75,3732.19
PROCESSORS,415971.0,2015-04-01,2015-04-30,69987.9,17496.98
PROCESSORS,415719.0,2015-04-01,2015-04-30,32619.75,8154.94
PROCESSORS,412053.0,2015-04-01,2015-04-30,222310.05,55577.51
PROCESSORS,412135.0,2015-04-01,2015-04-30,27300.89,6825.22
PROCESSORS,413922.0,2015-04-01,2015-04-30,21815.0,5453.75
PROCESSORS,412820.0,2015-04-01,2015-04-30,1659.0,414.75
PROCESSORS,412346.0,2015-04-01,2015-04-30,67320.0,16830.0
PROCESSORS,415707.0,2015-04-01,2015-04-30,51058.31,12764.58
PROCESSORS,416499.0,2015-04-01,2015-04-30,600.4,150.1
PROCESSORS,416426.0,2015-04-01,2015-04-30,1200.0,300.0
PROCESSORS,412819.0,2015-04-01,2015-04-30,18173.4,4543.35
PROCESSORS,413920.0,2015-04-01,2015-04-30,2050.0,512.5
PROCESSORS,416517.0,2015-04-01,2015-04-30,36531.25,9132.81
PROCESSORS,413097.0,2015-04-01,2015-04-30,25287.63,6321.91
PROCESSORS,413665.0,2015-04-01,2015-04-30,12773.41,3193.35
PROCESSORS,416551.0,2015-04-01,2015-04-30,86515.51,21628.88
PROCESSORS,412452.0,2015-04-01,2015-04-30,8842.57,2210.64
PROCESSORS,413134.0,2015-04-01,2015-04-30,25421.25,6355.31
PROCESSORS,412808.0,2015-04-01,2015-04-30,40763.03,10190.76
PROCESSORS,412149.0,2015-04-01,2015-04-30,471057.05,117764.26
PROCESSORS,412070.0,2015-04-01,2015-04-30,116491.01,29122.75
PROCESSORS,414287.0,2015-04-01,2015-04-30,2000.0,500.0
PROCESSORS,412400.0,2015-04-01,2015-04-30,10744.0,2686.0
PROCESSORS,418524.0,2015-04-01,2015-04-30,29814.5,7453.63
PROCESSORS,412232.0,2015-04-01,2015-04-30,685.04,171.26
PROCESSORS,412764.0,2015-04-01,2015-04-30,4826.01,1206.5
PROCESSORS,417068.0,2015-04-01,2015-04-30,28.0,7.0
PROCESSORS,415680.0,2015-04-01,2015-04-30,20458.53,5114.63
PROCESSORS,412130.0,2015-04-01,2015-04-30,1176.0,294.0
PROCESSORS,414905.0,2015-04-01,2015-04-30,7466.5,1866.63
PROCESSORS,412762.0,2015-04-01,2015-04-30,28131.75,7032.94
PROCESSORS,412784.0,2015-04-01,2015-04-30,61043.0,15260.75
PROCESSORS,417157.0,2015-04-01,2015-04-30,825.0,206.25
PROCESSORS,412144.0,2015-04-01,2015-04-30,5261.0,1315.25
PROCESSORS,412073.0,2015-04-01,2015-04-30,7151.04,1787.76
PROCESSORS,413038.0,2015-04-01,2015-04-30,31454.8,7863.7
PROCESSORS,416155.0,2015-04-01,2015-04-30,6064.0,1516.0
PROCESSORS,416125.0,2015-04-01,2015-04-30,35614.21,8903.55
PROCESSORS,412075.0,2015-04-01,2015-04-30,21280.0,5320.0
PROCESSORS,412262.0,2015-04-01,2015-04-30,12.0,3.0
PROCESSORS,412069.0,2015-04-01,2015-04-30,14884.7,3721.18
PROCESSORS,412079.0,2015-04-01,2015-04-30,32228.25,8057.06
PROCESSORS,412044.0,2015-04-01,2015-04-30,13750.17,3437.54
PROCESSORS,413943.0,2015-04-01,2015-04-30,70224.62,17556.16
PROCESSORS,412362.0,2015-04-01,2015-04-30,3798.0,949.5
PROCESSORS,412118.0,2015-04-01,2015-04-30,79875.0,19968.75
PROCESSORS,412942.0,2015-04-01,2015-04-30,4145.4,1036.35
PROCESSORS,412063.0,2015-04-01,2015-04-30,21054.76,5263.69
PROCESSORS,412570.0,2015-04-01,2015-04-30,1060.0,265.0
PROCESSORS,412618.0,2015-04-01,2015-04-30,141055.03,35263.76
PROCESSORS,412240.0,2015-04-01,2015-04-30,124211.75,31052.94
PROCESSORS,413077.0,2015-04-01,2015-04-30,450.0,112.5
PROCESSORS,412616.0,2015-04-01,2015-04-30,5838.0,1459.5
PROCESSORS,412591.0,2015-04-01,2015-04-30,1580.0,395.0
PROCESSORS,412653.0,2015-04-01,2015-04-30,12187.5,3046.88
PROCESSORS,413123.0,2015-04-01,2015-04-30,6367.25,1591.81
PROCESSORS,412567.0,2015-04-01,2015-04-30,42871.68,10717.92
PROCESSORS,412624.0,2015-04-01,2015-04-30,140.0,35.0
PROCESSORS,412299.0,2015-04-01,2015-04-30,47153.0,11788.25
PROCESSORS,416804.0,2015-04-01,2015-04-30,35267.0,8816.75
PROCESSORS,415783.0,2015-04-01,2015-04-30,16923.5,4230.88
PROCESSORS,415762.0,2015-04-01,2015-04-30,43591.5,10897.88
PROCESSORS,416562.0,2015-04-01,2015-04-30,1746.0,436.5
PROCESSORS,416539.0,2015-04-01,2015-04-30,36466.3,9116.58
PROCESSORS,412096.0,2015-04-01,2015-04-30,4000.0,1000.0
PROCESSORS,412409.0,2015-04-01,2015-04-30,4500.0,1125.0
PROCESSORS,416544.0,2015-04-01,2015-04-30,19666.25,4916.56
PROCESSORS,412148.0,2015-04-01,2015-04-30,41224.59,10306.14
PROCESSORS,412426.0,2015-04-01,2015-04-30,8842.83,2210.71
PROCESSORS,415695.0,2015-04-01,2015-04-30,2915.5,728.88
PROCESSORS,412273.0,2015-04-01,2015-04-30,139901.0,34975.25
PROCESSORS,416606.0,2015-04-01,2015-04-30,33121.0,8280.25
PROCESSORS,417168.0,2015-04-01,2015-04-30,30239.0,7559.75
PROCESSORS,412686.0,2015-04-01,2015-04-30,6935.0,1733.75
PROCESSORS,412295.0,2015-04-01,2015-04-30,44168.75,11042.19
PROCESSORS,412785.0,2015-04-01,2015-04-30,36224.25,9056.06
PROCESSORS,415986.0,2015-04-01,2015-04-30,47240.5,11810.13
PROCESSORS,412720.0,2015-04-01,2015-04-30,114448.48,28612.12
PROCESSORS,412233.0,2015-04-01,2015-04-30,15472.0,3868.0
PROCESSORS,412648.0,2015-04-01,2015-04-30,4957.95,1239.49
PROCESSORS,415691.0,2015-04-01,2015-04-30,12790.5,3197.63
PROCESSORS,412077.0,2015-04-01,2015-04-30,38654.5,9663.63
PROCESSORS,412759.0,2015-04-01,2015-04-30,155240.75,38810.19
PROCESSORS,418408.0,2015-04-01,2015-04-30,5843.5,1460.88
PROCESSORS,412617.0,2015-04-01,2015-04-30,15847.0,3961.75
PROCESSORS,416548.0,2015-04-01,2015-04-30,16659.75,4164.94
PROCESSORS,412792.0,2015-04-01,2015-04-30,263341.28,65835.32
PROCESSORS,416746.0,2015-04-01,2015-04-30,4837.0,1209.25
PROCESSORS,412672.0,2015-04-01,2015-04-30,58869.0,14717.25
PROCESSORS,412141.0,2015-04-01,2015-04-30,103602.15,25900.54
PROCESSORS,413948.0,2015-04-01,2015-04-30,28215.53,7053.88
PROCESSORS,412623.0,2015-04-01,2015-04-30,54460.77,13615.19
PROCESSORS,412589.0,2015-04-01,2015-04-30,11823.25,2955.81
PROCESSORS,412304.0,2015-04-01,2015-04-30,7539.5,1884.88
PROCESSORS,412438.0,2015-04-01,2015-04-30,8603.74,2150.94
PROCESSORS,412242.0,2015-04-01,2015-04-30,4728.5,1182.13
PROCESSORS,412060.0,2015-04-01,2015-04-30,1850.8,462.7
PROCESSORS,413706.0,2015-04-01,2015-04-30,83564.04,20891.01
PROCESSORS,417526.0,2015-04-01,2015-04-30,11235.0,2808.75
PROCESSORS,415847.0,2015-04-01,2015-04-30,81243.13,20310.78
PROCESSORS,416231.0,2015-04-01,2015-04-30,17365.0,4341.25
PROCESSORS,412599.0,2015-04-01,2015-04-30,35615.44,8903.86
PROCESSORS,412373.0,2015-04-01,2015-04-30,49892.0,12473.0
PROCESSORS,412679.0,2015-04-01,2015-04-30,12447.51,3111.88
PROCESSORS,417623.0,2015-04-01,2015-04-30,20540.34,5135.09
PROCESSORS,415684.0,2015-04-01,2015-04-30,2803.51,700.88
PROCESSORS,412615.0,2015-04-01,2015-04-30,32773.68,8193.42
PROCESSORS,412844.0,2015-04-01,2015-04-30,1982.0,495.5
PROCESSORS,416530.0,2015-04-01,2015-04-30,12994.2,3248.55
PROCESSORS,412200.0,2015-04-01,2015-04-30,29757.75,7439.44
PROCESSORS,416968.0,2015-04-01,2015-04-30,19457.11,4864.28
PROCESSORS,412841.0,2015-04-01,2015-04-30,1400.02,350.01
PROCESSORS,413324.0,2015-04-01,2015-04-30,24631.55,6157.89
PROCESSORS,412082.0,2015-04-01,2015-04-30,32673.5,8168.38
PROCESSORS,412830.0,2015-04-01,2015-04-30,3237.5,809.38
PROCESSORS,412205.0,2015-04-01,2015-04-30,2903.75,725.94
PROCESSORS,412258.0,2015-04-01,2015-04-30,202479.73,50619.93
PROCESSORS,415822.0,2015-04-01,2015-04-30,4414.92,1103.73
PROCESSORS,415697.0,2015-04-01,2015-04-30,34400.14,8600.04
