Category,License_number,Begin_reporting_period,End_reporting_period,Total_sales,Excise_tax_due
PROCESSORS,412082.0,2016-12-01,2016-12-31,39679.42,0.0
PROCESSORS,412226.0,2016-12-01,2016-12-31,7337.0,0.0
PROCESSORS,417631.0,2016-12-01,2016-12-31,2550.0,0.0
PROCESSORS,413920.0,2016-12-01,2016-12-31,47874.37,0.0
PROCESSORS,412193.0,2016-12-01,2016-12-31,57552.29,0.0
PROCESSORS,412362.0,2016-12-01,2016-12-31,13410.0,0.0
PROCESSORS,412106.0,2016-12-01,2016-12-31,11812.5,0.0
PROCESSORS,412084.0,2016-12-01,2016-12-31,14915.4,0.0
PROCESSORS,412616.0,2016-12-01,2016-12-31,11386.53,0.0
PROCESSORS,415672.0,2016-12-01,2016-12-31,500.0,0.0
PROCESSORS,413690.0,2016-12-01,2016-12-31,48267.5,0.0
PROCESSORS,412904.0,2016-12-01,2016-12-31,55893.7,0.0
PROCESSORS,414272.0,2016-12-01,2016-12-31,12353.13,0.0
PROCESSORS,416027.0,2016-12-01,2016-12-31,2077.5,0.0
PROCESSORS,422323.0,2016-12-01,2016-12-31,8739.0,0.0
PROCESSORS,416184.0,2016-12-01,2016-12-31,23097.5,0.0
PROCESSORS,414235.0,2016-12-01,2016-12-31,3064.25,0.0
PROCESSORS,417326.0,2016-12-01,2016-12-31,29693.8,0.0
PROCESSORS,416859.0,2016-12-01,2016-12-31,123065.25,0.0
PROCESSORS,412422.0,2016-12-01,2016-12-31,19294.25,0.0
PROCESSORS,412764.0,2016-12-01,2016-12-31,5088.5,0.0
PROCESSORS,413029.0,2016-12-01,2016-12-31,222695.65,0.0
PROCESSORS,416539.0,2016-12-01,2016-12-31,187178.8,0.0
PROCESSORS,415853.0,2016-12-01,2016-12-31,4801.0,0.0
PROCESSORS,412073.0,2016-12-01,2016-12-31,5381.0,0.0
PROCESSORS,412656.0,2016-12-01,2016-12-31,25571.42,0.0
PROCESSORS,416609.0,2016-12-01,2016-12-31,234683.46,0.0
PROCESSORS,413711.0,2016-12-01,2016-12-31,57707.16,0.0
PROCESSORS,413922.0,2016-12-01,2016-12-31,69850.35,0.0
PROCESSORS,417380.0,2016-12-01,2016-12-31,332673.52,0.0
PROCESSORS,416445.0,2016-12-01,2016-12-31,137116.0,0.0
PROCESSORS,412331.0,2016-12-01,2016-12-31,3560.01,0.0
PROCESSORS,412752.0,2016-12-01,2016-12-31,29322.6,0.0
PROCESSORS,418443.0,2016-12-01,2016-12-31,9520.0,0.0
PROCESSORS,413455.0,2016-12-01,2016-12-31,1097.35,0.0
PROCESSORS,412311.0,2016-12-01,2016-12-31,5542.39,0.0
PROCESSORS,416199.0,2016-12-01,2016-12-31,105581.0,0.0
PROCESSORS,415680.0,2016-12-01,2016-12-31,3443.92,0.0
PROCESSORS,412711.0,2016-12-01,2016-12-31,15907.0,0.0
PROCESSORS,415873.0,2016-12-01,2016-12-31,2347.79,0.0
PROCESSORS,413223.0,2016-12-01,2016-12-31,1184.0,0.0
PROCESSORS,417030.0,2016-12-01,2016-12-31,54995.75,0.0
PROCESSORS,412754.0,2016-12-01,2016-12-31,2936.64,0.0
PROCESSORS,416579.0,2016-12-01,2016-12-31,113580.54,0.0
PROCESSORS,416155.0,2016-12-01,2016-12-31,46614.73,0.0
PROCESSORS,415919.0,2016-12-01,2016-12-31,682.0,0.0
PROCESSORS,416902.0,2016-12-01,2016-12-31,143106.26,0.0
PROCESSORS,412808.0,2016-12-01,2016-12-31,86507.7,0.0
PROCESSORS,416831.0,2016-12-01,2016-12-31,40478.15,0.0
PROCESSORS,413038.0,2016-12-01,2016-12-31,60496.95,0.0
PROCESSORS,412242.0,2016-12-01,2016-12-31,34402.5,0.0
PROCESSORS,412347.0,2016-12-01,2016-12-31,291815.57,0.0
PROCESSORS,412337.0,2016-12-01,2016-12-31,39361.17,0.0
PROCESSORS,412609.0,2016-12-01,2016-12-31,9995.25,0.0
PROCESSORS,412497.0,2016-12-01,2016-12-31,27071.31,0.0
PROCESSORS,413650.0,2017-01-01,2017-01-31,17225.5,0.0
PROCESSORS,417272.0,2017-01-01,2017-01-31,13500.0,0.0
PROCESSORS,412200.0,2017-01-01,2017-01-31,45951.22,0.0
PROCESSORS,416426.0,2017-01-01,2017-01-31,18577.29,0.0
PROCESSORS,413855.0,2017-01-01,2017-01-31,46332.67,0.0
PROCESSORS,413478.0,2017-01-01,2017-01-31,104770.25,0.0
PROCESSORS,412599.0,2017-01-01,2017-01-31,33389.45,0.0
PROCESSORS,416057.0,2017-01-01,2017-01-31,8010.75,0.0
PROCESSORS,416657.0,2017-01-01,2017-01-31,59277.5,0.0
PROCESSORS,415684.0,2017-01-01,2017-01-31,0.01,0.0
PROCESSORS,412557.0,2017-01-01,2017-01-31,35242.1,0.0
PROCESSORS,413293.0,2017-01-01,2017-01-31,32058.85,0.0
PROCESSORS,415998.0,2017-01-01,2017-01-31,169866.59,0.0
PROCESSORS,417142.0,2017-01-01,2017-01-31,254516.18,0.0
PROCESSORS,412741.0,2017-01-01,2017-01-31,2776.19,0.0
PROCESSORS,416612.0,2017-01-01,2017-01-31,3818.0,0.0
PROCESSORS,415700.0,2017-01-01,2017-01-31,177761.0,0.0
PROCESSORS,416330.0,2017-01-01,2017-01-31,7800.0,0.0
PROCESSORS,416228.0,2017-01-01,2017-01-31,2020.0,0.0
PROCESSORS,422685.0,2017-01-01,2017-01-31,12908.15,0.0
PROCESSORS,413066.0,2017-01-01,2017-01-31,16825.0,0.0
PROCESSORS,412104.0,2017-01-01,2017-01-31,37454.1,0.0
PROCESSORS,416753.0,2017-01-01,2017-01-31,4641.6,0.0
PROCESSORS,416929.0,2017-01-01,2017-01-31,76891.0,0.0
PROCESSORS,412624.0,2017-01-01,2017-01-31,8242.0,0.0
PROCESSORS,412735.0,2017-01-01,2017-01-31,21364.25,0.0
PROCESSORS,412991.0,2017-01-01,2017-01-31,258369.0,0.0
PROCESSORS,415961.0,2017-01-01,2017-01-31,9351.0,0.0
PROCESSORS,412138.0,2017-01-01,2017-01-31,2352.0,0.0
PROCESSORS,416043.0,2017-01-01,2017-01-31,73044.6,0.0
PROCESSORS,413462.0,2017-01-01,2017-01-31,757123.84,0.0
PROCESSORS,417335.0,2017-01-01,2017-01-31,10356.5,0.0
PROCESSORS,413209.0,2017-01-01,2017-01-31,11589.73,0.0
PROCESSORS,412118.0,2017-01-01,2017-01-31,38652.89,0.0
PROCESSORS,412110.0,2017-01-01,2017-01-31,26305.5,0.0
PROCESSORS,416175.0,2017-01-01,2017-01-31,22165.5,0.0
PROCESSORS,412759.0,2017-01-01,2017-01-31,374268.25,0.0
PROCESSORS,412438.0,2017-01-01,2017-01-31,25730.25,0.0
PROCESSORS,412288.0,2017-01-01,2017-01-31,48008.7,0.0
PROCESSORS,412626.0,2017-01-01,2017-01-31,19959.25,0.0
PROCESSORS,412402.0,2017-01-01,2017-01-31,63437.77,0.0
PROCESSORS,412601.0,2017-01-01,2017-01-31,43741.1,0.0
PROCESSORS,416762.0,2017-01-01,2017-01-31,16159.47,0.0
PROCESSORS,416894.0,2017-01-01,2017-01-31,9987.5,0.0
PROCESSORS,412692.0,2017-01-01,2017-01-31,1620.5,0.0
PROCESSORS,416019.0,2017-01-01,2017-01-31,3696.0,0.0
PROCESSORS,415726.0,2017-01-01,2017-01-31,19640.75,0.0
PROCESSORS,417631.0,2017-01-01,2017-01-31,25833.73,0.0
PROCESSORS,412179.0,2017-01-01,2017-01-31,11853.52,0.0
PROCESSORS,419493.0,2017-01-01,2017-01-31,104131.69,0.0
PROCESSORS,415968.0,2017-01-01,2017-01-31,1732.5,0.0
PROCESSORS,412169.0,2017-01-01,2017-01-31,3530.0,0.0
PROCESSORS,413622.0,2017-01-01,2017-01-31,26286.47,0.0
PROCESSORS,416961.0,2017-01-01,2017-01-31,1500.0,0.0
PROCESSORS,416203.0,2017-01-01,2017-01-31,11695.0,0.0
PROCESSORS,412357.0,2017-01-01,2017-01-31,6982.13,0.0
PROCESSORS,413075.0,2017-01-01,2017-01-31,393254.22,0.0
PROCESSORS,412969.0,2017-01-01,2017-01-31,152869.04,0.0
PROCESSORS,412149.0,2017-01-01,2017-01-31,637263.83,-35.2
PROCESSORS,412141.0,2017-01-01,2017-01-31,66936.75,0.0
PROCESSORS,412723.0,2017-01-01,2017-01-31,353227.77,0.0
PROCESSORS,415877.0,2017-01-01,2017-01-31,19153.11,0.0
PROCESSORS,413641.0,2017-01-01,2017-01-31,6121.0,0.0
PROCESSORS,412902.0,2017-01-01,2017-01-31,68791.37,0.0
PROCESSORS,412053.0,2017-01-01,2017-01-31,267178.37,0.0
PROCESSORS,416621.0,2017-01-01,2017-01-31,700.0,0.0
PROCESSORS,412728.0,2017-01-01,2017-01-31,78038.69,0.0
PROCESSORS,421497.0,2017-01-01,2017-01-31,2112.5,0.0
PROCESSORS,417087.0,2017-01-01,2017-01-31,1012.21,0.0
PROCESSORS,412947.0,2017-01-01,2017-01-31,876.0,0.0
PROCESSORS,415835.0,2017-01-01,2017-01-31,188101.5,0.0
PROCESSORS,413210.0,2017-01-01,2017-01-31,6996.5,0.0
PROCESSORS,416308.0,2017-01-01,2017-01-31,7185.04,0.0
PROCESSORS,412738.0,2017-01-01,2017-01-31,70329.16,0.0
PROCESSORS,413380.0,2017-01-01,2017-01-31,420.0,0.0
PROCESSORS,419969.0,2017-01-01,2017-01-31,43759.0,0.0
PROCESSORS,412625.0,2017-01-01,2017-01-31,5964.6,0.0
PROCESSORS,416908.0,2017-01-01,2017-01-31,139347.13,0.0
PROCESSORS,412240.0,2017-01-01,2017-01-31,88018.53,0.0
PROCESSORS,415717.0,2017-01-01,2017-01-31,3116.0,0.0
PROCESSORS,416196.0,2017-01-01,2017-01-31,35132.75,0.0
PROCESSORS,414149.0,2017-01-01,2017-01-31,5677.0,0.0
PROCESSORS,412058.0,2017-01-01,2017-01-31,7295.0,0.0
PROCESSORS,412077.0,2017-01-01,2017-01-31,28841.5,0.0
PROCESSORS,412180.0,2017-01-01,2017-01-31,58733.75,0.0
PROCESSORS,412964.0,2017-01-01,2017-01-31,160429.34,0.0
PROCESSORS,416032.0,2017-01-01,2017-01-31,11634.0,0.0
PROCESSORS,412861.0,2017-01-01,2017-01-31,102150.0,0.0
PROCESSORS,412207.0,2017-01-01,2017-01-31,6629.25,0.0
PROCESSORS,412623.0,2017-01-01,2017-01-31,91253.5,0.0
PROCESSORS,415971.0,2017-01-01,2017-01-31,201536.89,0.0
PROCESSORS,412858.0,2017-01-01,2017-01-31,6075.0,0.0
PROCESSORS,412622.0,2017-01-01,2017-01-31,37343.5,0.0
PROCESSORS,412566.0,2017-01-01,2017-01-31,3435.0,0.0
PROCESSORS,413174.0,2017-01-01,2017-01-31,136779.36,-85.0
PROCESSORS,414039.0,2017-01-01,2017-01-31,235455.49,0.0
PROCESSORS,412901.0,2017-01-01,2017-01-31,37086.6,0.0
PROCESSORS,412627.0,2017-01-01,2017-01-31,99391.71,0.0
PROCESSORS,416055.0,2017-01-01,2017-01-31,2210.0,0.0
PROCESSORS,412408.0,2017-01-01,2017-01-31,97563.65,0.0
PROCESSORS,416008.0,2017-01-01,2017-01-31,179144.3,0.0
PROCESSORS,413431.0,2017-01-01,2017-01-31,8696.0,0.0
PROCESSORS,413169.0,2017-01-01,2017-01-31,1130.9,0.0
PROCESSORS,412099.0,2017-01-01,2017-01-31,4578.75,0.0
PROCESSORS,412271.0,2017-01-01,2017-01-31,0.03,0.0
PROCESSORS,418921.0,2017-01-01,2017-01-31,43585.41,0.0
PROCESSORS,416502.0,2017-01-01,2017-01-31,842790.99,0.0
PROCESSORS,412063.0,2017-01-01,2017-01-31,8728.13,0.0
PROCESSORS,415697.0,2017-01-01,2017-01-31,60631.11,0.0
PROCESSORS,412831.0,2017-01-01,2017-01-31,9940.0,0.0
PROCESSORS,417155.0,2017-01-01,2017-01-31,25867.25,0.0
PROCESSORS,416677.0,2017-01-01,2017-01-31,22499.0,0.0
PROCESSORS,415881.0,2017-01-01,2017-01-31,48984.0,0.0
PROCESSORS,415847.0,2017-01-01,2017-01-31,46268.0,0.0
PROCESSORS,412252.0,2017-01-01,2017-01-31,244042.55,0.0
PROCESSORS,416619.0,2017-01-01,2017-01-31,11494.16,0.0
PROCESSORS,412154.0,2017-01-01,2017-01-31,65401.17,0.0
PROCESSORS,405661.0,2017-01-01,2017-01-31,2400.0,0.0
PROCESSORS,416339.0,2017-01-01,2017-01-31,7195.2,0.0
PROCESSORS,412306.0,2017-01-01,2017-01-31,2298.0,0.0
PROCESSORS,412260.0,2017-01-01,2017-01-31,6013.15,0.0
PROCESSORS,413464.0,2017-01-01,2017-01-31,76510.5,0.0
PROCESSORS,413948.0,2017-01-01,2017-01-31,266289.99,0.0
PROCESSORS,414041.0,2017-01-01,2017-01-31,100806.92,0.0
PROCESSORS,416538.0,2017-01-01,2017-01-31,74426.72,0.0
PROCESSORS,423842.0,2017-01-01,2017-01-31,35594.0,0.0
PROCESSORS,414462.0,2017-01-01,2017-01-31,409922.1,0.0
PROCESSORS,413084.0,2017-01-01,2017-01-31,60840.25,0.0
PROCESSORS,420213.0,2017-01-01,2017-01-31,93411.0,0.0
PROCESSORS,412239.0,2017-01-01,2017-01-31,-11677.33,0.0
PROCESSORS,416527.0,2017-01-01,2017-01-31,6341.0,0.0
PROCESSORS,415970.0,2017-01-01,2017-01-31,85357.4,0.0
PROCESSORS,416551.0,2017-01-01,2017-01-31,87585.18,0.0
PROCESSORS,412017.0,2017-01-01,2017-01-31,5326.5,0.0
PROCESSORS,412246.0,2017-01-01,2017-01-31,30309.0,0.0
PROCESSORS,416393.0,2017-01-01,2017-01-31,51511.19,0.0
PROCESSORS,412449.0,2017-01-01,2017-01-31,3090.0,0.0
PROCESSORS,422190.0,2017-01-01,2017-01-31,32292.47,0.0
PROCESSORS,412819.0,2017-01-01,2017-01-31,8845.6,0.0
PROCESSORS,417148.0,2017-01-01,2017-01-31,12140.0,0.0
PROCESSORS,416853.0,2017-01-01,2017-01-31,111605.77,0.0
PROCESSORS,422324.0,2017-01-01,2017-01-31,16062.6,0.0
PROCESSORS,416419.0,2017-01-01,2017-01-31,1841.3,0.0
PROCESSORS,412304.0,2017-01-01,2017-01-31,5612.75,0.0
PROCESSORS,416433.0,2017-01-01,2017-01-31,52523.27,0.0
PROCESSORS,412392.0,2017-01-01,2017-01-31,59914.7,0.0
PROCESSORS,412148.0,2017-01-01,2017-01-31,51359.79,0.0
PROCESSORS,413176.0,2017-01-01,2017-01-31,7506.75,0.0
PROCESSORS,416198.0,2017-01-01,2017-01-31,39116.0,0.0
PROCESSORS,414464.0,2017-01-01,2017-01-31,16122.39,0.0
PROCESSORS,414323.0,2017-01-01,2017-01-31,16047.38,0.0
PROCESSORS,421485.0,2017-01-01,2017-01-31,6469.35,0.0
PROCESSORS,414233.0,2017-01-01,2017-01-31,27609.0,0.0
PROCESSORS,416334.0,2017-01-01,2017-01-31,287354.76,-182.5
PROCESSORS,416412.0,2017-01-01,2017-01-31,18012.6,0.0
PROCESSORS,78256.0,2017-01-01,2017-01-31,454458.64,0.0
PROCESSORS,412229.0,2017-01-01,2017-01-31,-33.0,0.0
PROCESSORS,418524.0,2017-01-01,2017-01-31,67636.03,0.0
PROCESSORS,416601.0,2017-01-01,2017-01-31,63990.8,0.0
PROCESSORS,412815.0,2017-01-01,2017-01-31,103988.77,0.0
PROCESSORS,416804.0,2017-01-01,2017-01-31,54762.23,0.0
PROCESSORS,415932.0,2017-01-01,2017-01-31,7442.35,0.0
PROCESSORS,412072.0,2017-01-01,2017-01-31,1050.0,0.0
PROCESSORS,417174.0,2017-01-01,2017-01-31,75984.8,0.0
PROCESSORS,412069.0,2017-01-01,2017-01-31,2955.1,0.0
PROCESSORS,414286.0,2017-01-01,2017-01-31,272563.66,0.0
PROCESSORS,413858.0,2017-01-01,2017-01-31,6999.38,0.0
PROCESSORS,420031.0,2017-01-01,2017-01-31,24313.0,0.0
PROCESSORS,413130.0,2017-01-01,2017-01-31,2300.01,0.0
PROCESSORS,413954.0,2017-01-01,2017-01-31,12003.3,0.0
PROCESSORS,413952.0,2017-01-01,2017-01-31,47093.75,0.0
PROCESSORS,412400.0,2017-01-01,2017-01-31,66066.07,0.0
PROCESSORS,421103.0,2017-01-01,2017-01-31,116509.25,0.0
PROCESSORS,417571.0,2017-01-01,2017-01-31,570228.98,0.0
PROCESSORS,417794.0,2017-01-01,2017-01-31,74684.87,0.0
PROCESSORS,418408.0,2017-01-01,2017-01-31,3359.02,0.0
PROCESSORS,416627.0,2017-01-01,2017-01-31,1538.0,0.0
PROCESSORS,419152.0,2017-01-01,2017-01-31,5979.5,0.0
PROCESSORS,412274.0,2017-01-01,2017-01-31,189562.94,0.0
PROCESSORS,413712.0,2017-01-01,2017-01-31,220548.9,0.0
PROCESSORS,416431.0,2017-01-01,2017-01-31,23916.5,0.0
PROCESSORS,413165.0,2017-01-01,2017-01-31,55960.61,0.0
PROCESSORS,417364.0,2017-01-01,2017-01-31,14527.8,0.0
PROCESSORS,413204.0,2017-01-01,2017-01-31,10150.0,0.0
PROCESSORS,423101.0,2017-01-01,2017-01-31,17254.5,0.0
PROCESSORS,412743.0,2017-01-01,2017-01-31,5264.0,0.0
PROCESSORS,415986.0,2017-01-01,2017-01-31,76419.25,0.0
PROCESSORS,417526.0,2017-01-01,2017-01-31,58509.86,0.0
PROCESSORS,415997.0,2017-01-01,2017-01-31,135579.28,0.0
PROCESSORS,412232.0,2017-01-01,2017-01-31,25.0,0.0
PROCESSORS,416700.0,2017-01-01,2017-01-31,9469.1,0.0
PROCESSORS,413201.0,2017-01-01,2017-01-31,35957.61,0.0
PROCESSORS,412135.0,2017-01-01,2017-01-31,43183.3,0.0
PROCESSORS,412593.0,2017-01-01,2017-01-31,33462.0,0.0
PROCESSORS,418910.0,2017-01-01,2017-01-31,9944.6,0.0
PROCESSORS,413110.0,2017-01-01,2017-01-31,15651.04,0.0
PROCESSORS,416548.0,2017-01-01,2017-01-31,53976.49,0.0
PROCESSORS,416107.0,2017-01-01,2017-01-31,299262.66,0.0
PROCESSORS,416051.0,2017-01-01,2017-01-31,2500.0,0.0
PROCESSORS,416658.0,2017-01-01,2017-01-31,2371.89,0.0
PROCESSORS,412324.0,2017-01-01,2017-01-31,4618.75,0.0
PROCESSORS,417303.0,2017-01-01,2017-01-31,89394.28,0.0
PROCESSORS,421102.0,2017-01-01,2017-01-31,21584.0,0.0
PROCESSORS,415710.0,2017-01-01,2017-01-31,47679.22,0.0
PROCESSORS,413099.0,2017-01-01,2017-01-31,164039.74,0.0
PROCESSORS,417398.0,2017-01-01,2017-01-31,7848.75,0.0
PROCESSORS,417950.0,2017-01-01,2017-01-31,21597.08,0.0
PROCESSORS,412672.0,2017-01-01,2017-01-31,30167.25,0.0
PROCESSORS,413469.0,2017-01-01,2017-01-31,31584.0,0.0
PROCESSORS,412496.0,2017-01-01,2017-01-31,32672.9,0.0
PROCESSORS,412515.0,2017-01-01,2017-01-31,376355.17,0.0
PROCESSORS,410738.0,2017-01-01,2017-01-31,5874.75,0.0
PROCESSORS,412301.0,2017-01-01,2017-01-31,16661.39,0.0
PROCESSORS,421941.0,2017-01-01,2017-01-31,318329.5,0.0
PROCESSORS,412950.0,2017-01-01,2017-01-31,15697.99,0.0
PROCESSORS,413076.0,2017-01-01,2017-01-31,140718.45,0.0
PROCESSORS,415685.0,2017-01-01,2017-01-31,9093.75,0.0
PROCESSORS,423378.0,2017-01-01,2017-01-31,8680.0,0.0
PROCESSORS,412860.0,2017-01-01,2017-01-31,24342.5,0.0
PROCESSORS,413002.0,2017-01-01,2017-01-31,29498.8,0.0
PROCESSORS,416583.0,2017-01-01,2017-01-31,3000.0,0.0
PROCESSORS,416858.0,2017-01-01,2017-01-31,0.02,0.0
PROCESSORS,412436.0,2017-01-01,2017-01-31,69474.34,0.0
PROCESSORS,414114.0,2017-01-01,2017-01-31,17703.25,0.0
PROCESSORS,412294.0,2017-01-01,2017-01-31,55998.6,0.0
PROCESSORS,417069.0,2017-01-01,2017-01-31,14211.5,0.0
PROCESSORS,412295.0,2017-01-01,2017-01-31,100612.9,0.0
PROCESSORS,412529.0,2017-01-01,2017-01-31,8119.5,0.0
PROCESSORS,416689.0,2017-01-01,2017-01-31,1050.0,0.0
PROCESSORS,415933.0,2017-01-01,2017-01-31,6195.0,0.0
PROCESSORS,413287.0,2017-01-01,2017-01-31,1864703.73,0.0
PROCESSORS,413950.0,2017-01-01,2017-01-31,12851.0,0.0
PROCESSORS,419128.0,2017-01-01,2017-01-31,131123.09,0.0
PROCESSORS,414395.0,2017-01-01,2017-01-31,236138.05,0.0
PROCESSORS,412426.0,2017-01-01,2017-01-31,3561.12,0.0
PROCESSORS,415771.0,2017-01-01,2017-01-31,52042.16,0.0
PROCESSORS,416134.0,2017-01-01,2017-01-31,10561.67,0.0
PROCESSORS,424223.0,2017-01-01,2017-01-31,148195.0,0.0
PROCESSORS,416800.0,2017-01-01,2017-01-31,56070.25,0.0
PROCESSORS,416744.0,2017-01-01,2017-01-31,4369.0,0.0
PROCESSORS,412567.0,2017-01-01,2017-01-31,8142.84,0.0
PROCESSORS,416795.0,2017-01-01,2017-01-31,11333.02,0.0
PROCESSORS,415449.0,2017-01-01,2017-01-31,628288.0,0.0
PROCESSORS,412452.0,2017-01-01,2017-01-31,37484.73,0.0
PROCESSORS,417147.0,2017-01-01,2017-01-31,130420.79,0.0
PROCESSORS,417024.0,2017-01-01,2017-01-31,28510.38,0.0
PROCESSORS,415833.0,2017-01-01,2017-01-31,13918.0,0.0
PROCESSORS,417460.0,2017-01-01,2017-01-31,78761.0,0.0
PROCESSORS,412645.0,2017-01-01,2017-01-31,8345.25,0.0
PROCESSORS,416272.0,2017-01-01,2017-01-31,2613.75,0.0
PROCESSORS,412123.0,2017-01-01,2017-01-31,4902.5,0.0
PROCESSORS,416746.0,2017-01-01,2017-01-31,11768.8,0.0
PROCESSORS,412893.0,2017-01-01,2017-01-31,4470.0,0.0
PROCESSORS,412098.0,2017-01-01,2017-01-31,18482.5,0.0
PROCESSORS,415958.0,2017-01-01,2017-01-31,10260.0,0.0
PROCESSORS,416133.0,2017-01-01,2017-01-31,40312.57,0.0
PROCESSORS,416517.0,2017-01-01,2017-01-31,36047.75,0.0
PROCESSORS,412097.0,2017-01-01,2017-01-31,273420.13,0.0
PROCESSORS,416871.0,2017-01-01,2017-01-31,1498.9,0.0
PROCESSORS,415821.0,2017-01-01,2017-01-31,6720.5,0.0
PROCESSORS,414905.0,2017-01-01,2017-01-31,117493.75,0.0
PROCESSORS,415156.0,2017-01-01,2017-01-31,52791.5,0.0
PROCESSORS,412760.0,2017-01-01,2017-01-31,39127.85,0.0
PROCESSORS,413379.0,2017-01-01,2017-01-31,11898.9,0.0
PROCESSORS,415790.0,2017-01-01,2017-01-31,18942.0,0.0
PROCESSORS,415712.0,2017-01-01,2017-01-31,362430.34,0.0
PROCESSORS,419136.0,2017-01-01,2017-01-31,27839.0,0.0
PROCESSORS,416990.0,2017-01-01,2017-01-31,9075.5,0.0
PROCESSORS,416024.0,2017-01-01,2017-01-31,1266.64,0.0
PROCESSORS,412196.0,2017-01-01,2017-01-31,4249.38,0.0
PROCESSORS,413631.0,2017-01-01,2017-01-31,60531.23,0.0
PROCESSORS,423954.0,2017-01-01,2017-01-31,3450.0,0.0
PROCESSORS,417355.0,2017-01-01,2017-01-31,7097.5,0.0
PROCESSORS,412639.0,2017-01-01,2017-01-31,16242.25,0.0
PROCESSORS,412279.0,2017-01-01,2017-01-31,4195.03,0.0
PROCESSORS,416423.0,2017-01-01,2017-01-31,14611.9,0.0
PROCESSORS,416584.0,2017-01-01,2017-01-31,5582.2,0.0
PROCESSORS,416125.0,2017-01-01,2017-01-31,90648.61,0.0
PROCESSORS,412249.0,2017-01-01,2017-01-31,5060.0,0.0
PROCESSORS,413652.0,2017-01-01,2017-01-31,38190.35,0.0
PROCESSORS,416973.0,2017-01-01,2017-01-31,10717.05,0.0
PROCESSORS,416787.0,2017-01-01,2017-01-31,4790.0,0.0
PROCESSORS,413143.0,2017-01-01,2017-01-31,4089.2,0.0
PROCESSORS,416050.0,2017-01-01,2017-01-31,271316.26,0.0
PROCESSORS,413145.0,2017-01-01,2017-01-31,126879.05,0.0
PROCESSORS,413073.0,2017-01-01,2017-01-31,23912.0,0.0
PROCESSORS,417185.0,2017-01-01,2017-01-31,3483.45,0.0
PROCESSORS,419959.0,2017-01-01,2017-01-31,55351.34,0.0
PROCESSORS,412341.0,2017-01-01,2017-01-31,99206.92,0.0
PROCESSORS,416772.0,2017-01-01,2017-01-31,3624.79,0.0
PROCESSORS,412074.0,2017-01-01,2017-01-31,121692.0,0.0
PROCESSORS,423204.0,2017-01-01,2017-01-31,89443.0,0.0
PROCESSORS,412870.0,2017-01-01,2017-01-31,6300.0,0.0
PROCESSORS,417735.0,2017-01-01,2017-01-31,13166.73,0.0
PROCESSORS,414287.0,2017-01-01,2017-01-31,124730.5,0.0
PROCESSORS,416606.0,2017-01-01,2017-01-31,206284.0,0.0
PROCESSORS,412573.0,2017-01-01,2017-01-31,1389.5,0.0
PROCESSORS,417301.0,2017-01-01,2017-01-31,24995.25,0.0
PROCESSORS,412372.0,2017-01-01,2017-01-31,19393.79,0.0
PROCESSORS,412096.0,2017-01-01,2017-01-31,25255.21,0.0
PROCESSORS,419395.0,2017-01-01,2017-01-31,13324.9,0.0
PROCESSORS,414281.0,2017-01-01,2017-01-31,105504.71,0.0
PROCESSORS,417010.0,2017-01-01,2017-01-31,207580.75,0.0
PROCESSORS,416693.0,2017-01-01,2017-01-31,5783.5,0.0
PROCESSORS,413085.0,2017-01-01,2017-01-31,73439.25,0.0
PROCESSORS,412373.0,2017-01-01,2017-01-31,173783.6,0.0
PROCESSORS,415692.0,2017-01-01,2017-01-31,34076.0,0.0
PROCESSORS,412792.0,2017-01-01,2017-01-31,123641.62,0.0
PROCESSORS,415719.0,2017-01-01,2017-01-31,50089.21,0.0
PROCESSORS,417513.0,2017-01-01,2017-01-31,13447.08,0.0
PROCESSORS,417214.0,2017-01-01,2017-01-31,161405.75,0.0
PROCESSORS,417192.0,2017-01-01,2017-01-31,13596.0,0.0
PROCESSORS,417295.0,2017-01-01,2017-01-31,85374.25,0.0
PROCESSORS,412978.0,2017-01-01,2017-01-31,23754.78,0.0
PROCESSORS,415691.0,2017-01-01,2017-01-31,6145.0,0.0
PROCESSORS,415793.0,2017-01-01,2017-01-31,11135.6,0.0
PROCESSORS,414040.0,2017-01-01,2017-01-31,7296.5,0.0
PROCESSORS,415713.0,2017-01-01,2017-01-31,27754.26,0.0
PROCESSORS,412258.0,2017-01-01,2017-01-31,39520.23,0.0
PROCESSORS,412634.0,2017-01-01,2017-01-31,221173.72,0.0
PROCESSORS,414152.0,2017-01-01,2017-01-31,4041.8,0.0
PROCESSORS,412596.0,2017-01-01,2017-01-31,12159.53,0.0
PROCESSORS,418372.0,2017-01-01,2017-01-31,250.0,0.0
PROCESSORS,412233.0,2017-01-01,2017-01-31,0.12,0.0
PROCESSORS,413123.0,2017-01-01,2017-01-31,20257.5,0.0
PROCESSORS,412678.0,2017-01-01,2017-01-31,6247.15,0.0
PROCESSORS,414232.0,2017-01-01,2017-01-31,81100.0,0.0
PROCESSORS,413179.0,2017-01-01,2017-01-31,22093.75,0.0
PROCESSORS,416183.0,2017-01-01,2017-01-31,3115.0,0.0
PROCESSORS,416021.0,2017-01-01,2017-01-31,17334.5,0.0
PROCESSORS,412875.0,2017-01-01,2017-01-31,7575.5,0.0
PROCESSORS,414143.0,2017-01-01,2017-01-31,4031.2,0.0
